,precision,recall,f1-score,support
0,0.9910112359550561,0.98,0.9854748603351954,450.0
1,0.9745042492917847,0.9885057471264368,0.9814550641940085,348.0
accuracy,0.9837092731829574,0.9837092731829574,0.9837092731829574,0.9837092731829574
macro avg,0.9827577426234204,0.9842528735632183,0.9834649622646019,798.0
weighted avg,0.9838127004176896,0.9837092731829574,0.9837218665292643,798.0
