accuracy,loss,Epoch
0.5241158604621887,0.6916232705116272,1
0.5413062572479248,0.6888626217842102,2
0.5547738671302795,0.6860339045524597,3
0.5638344287872314,0.6831205487251282,4
0.576754629611969,0.6792859435081482,5
0.5814628005027771,0.6757735013961792,6
0.5930143594741821,0.6699576377868652,7
0.5991459488868713,0.663661777973175,8
0.610806941986084,0.6552406549453735,9
0.6165279746055603,0.6477007865905762,10
0.6279152631759644,0.6363556385040283,11
0.6395215392112732,0.624495804309845,12
0.6541662216186523,0.6129308938980103,13
0.6717124581336975,0.5996127128601074,14
0.7276633977890015,0.5749001502990723,15
0.8186521530151367,0.4966878294944763,16
0.8315449357032776,0.43446531891822815,17
0.8356509208679199,0.4278409481048584,18
0.8380050659179688,0.4240187406539917,19
0.8388262391090393,0.41908687353134155,20
0.8427680134773254,0.4113413691520691,21
0.8426037430763245,0.4085381031036377,22
0.8427680134773254,0.4062001705169678,23
0.846107542514801,0.40047377347946167,24
0.8471477031707764,0.3991377055644989,25
0.8473940491676331,0.39676031470298767,26
0.8492554426193237,0.3933299779891968,27
0.8503230214118958,0.391358882188797,28
0.8513084650039673,0.3865891993045807,29
0.8548943400382996,0.3817645311355591,30
0.8557429313659668,0.3784414529800415,31
0.8558797836303711,0.378674179315567,32
0.8587813377380371,0.37267211079597473,33
0.8591645956039429,0.3719555139541626,34
0.8611628413200378,0.36809241771698,35
0.8625041246414185,0.3650316596031189,36
0.8626683354377747,0.36176589131355286,37
0.863325297832489,0.36144131422042847,38
0.8651045560836792,0.35946398973464966,39
0.8686904907226562,0.3520938456058502,40
0.8671849370002747,0.35355308651924133,41
0.8688273429870605,0.35083523392677307,42
0.8694021701812744,0.3488835096359253,43
0.8701138496398926,0.34748589992523193,44
0.8730428218841553,0.3422562777996063,45
0.8756980299949646,0.33940303325653076,46
0.8739461302757263,0.34115076065063477,47
0.8770119547843933,0.33451107144355774,48
0.87725830078125,0.33521410822868347,49
0.8795028924942017,0.32858842611312866,50
