,precision,recall,f1-score,support
0,0.9364494588993784,0.8870229007633588,0.9110663082437276,4585.0
1,0.8851695854577699,0.9353478566408995,0.9095671981776765,4269.0
accuracy,0.9103230178450418,0.9103230178450418,0.9103230178450418,0.9103230178450418
macro avg,0.9108095221785741,0.9111853787021291,0.910316753210702,8854.0
weighted avg,0.9117246136630753,0.9103230178450418,0.9103435048924772,8854.0
