loss,accuracy,val_loss,val_accuracy
0.14996401965618134,0.9332572221755981,0.08683246374130249,0.967286229133606
0.04758960008621216,0.9845608472824097,0.06584758311510086,0.9771994948387146
0.027015024796128273,0.9908686876296997,0.07283271104097366,0.981164813041687
0.020451398566365242,0.9938123226165771,0.07247541099786758,0.9828996062278748
0.012980026192963123,0.996035099029541,0.07248047739267349,0.983890950679779
0.010494452901184559,0.9963354468345642,0.06510403007268906,0.986369252204895
0.01071824599057436,0.9962753653526306,0.06357846409082413,0.9871127605438232
0.00544687220826745,0.9981977939605713,0.061567503958940506,0.9873605966567993
0.005250161048024893,0.9980175495147705,0.06719143688678741,0.9843866229057312
0.007481815759092569,0.9977772235870361,0.09130578488111496,0.9858735799789429
