loss,accuracy,val_loss,val_accuracy
0.4433616101741791,0.8167664408683777,0.2560003101825714,0.908521294593811
0.19143418967723846,0.9413173794746399,0.18966321647167206,0.9248120188713074
0.1278468817472458,0.9613772630691528,0.14817272126674652,0.9461153149604797
0.09046066552400589,0.9697604775428772,0.12918254733085632,0.9561403393745422
0.06651554256677628,0.9802395105361938,0.11293641477823257,0.9624060392379761
0.04638289660215378,0.9874251484870911,0.12997664511203766,0.9598997235298157
0.03564160689711571,0.9901197552680969,0.11569567024707794,0.9661654233932495
0.027248961851000786,0.9922155737876892,0.13972210884094238,0.9624060392379761
0.0170830599963665,0.9961077570915222,0.11097326129674911,0.9724310636520386
0.016574403271079063,0.9961077570915222,0.12078621983528137,0.9686716794967651
