,precision,recall,f1-score,support
0,0.9796839729119639,0.9644444444444444,0.9720044792833147,450.0
1,0.9549295774647887,0.9741379310344828,0.9644381223328592,348.0
accuracy,0.968671679197995,0.968671679197995,0.968671679197995,0.968671679197995
macro avg,0.9673067751883763,0.9692911877394637,0.9682213008080869,798.0
weighted avg,0.9688888230177071,0.968671679197995,0.9687048649740935,798.0
