,precision,recall,f1-score,support
0,0.9933598937583001,0.9788440567066521,0.9860485554212897,4585.0
1,0.977629151291513,0.9929725931131412,0.9852411388727484,4269.0
accuracy,0.9856562005873052,0.9856562005873052,0.9856562005873052,0.9856562005873052
macro avg,0.9854945225249065,0.9859083249098967,0.985644847147019,8854.0
weighted avg,0.9857752382815987,0.9856562005873052,0.985659255529069,8854.0
