loss,accuracy,val_loss,val_accuracy
0.0292890015989542,0.9908025860786438,0.005574900656938553,0.9988705515861511
0.0040772948414087296,0.9988503456115723,0.003211839357391,0.9992094039916992
0.0027902063447982073,0.9993430376052856,0.0197010338306427,0.9925457239151001
0.0024215311277657747,0.9993430376052856,0.0013227189192548394,0.9997740983963013
0.0010170784080401063,0.9996715188026428,0.0021756498608738184,0.9997740983963013
0.0007818155572749674,0.9998357892036438,0.0013462587958201766,0.9998870491981506
0.0007817467558197677,0.9996988773345947,0.001284358324483037,0.9998870491981506
5.0397738959873095e-05,0.9999726414680481,0.003063811222091317,0.9996611475944519
0.0007384516065940261,0.9998905062675476,0.0030813326593488455,0.9995482563972473
4.971614544047043e-06,1.0,0.003187002846971154,0.9995482563972473
