accuracy,loss,Epoch
0.5362775921821594,0.6891155242919922,1
0.5528391003608704,0.6837064623832703,2
0.5583596229553223,0.6851734519004822,3
0.5646687746047974,0.6825481653213501,4
0.5774842500686646,0.681032121181488,5
0.5800473093986511,0.6782662868499756,6
0.5794558525085449,0.6789393424987793,7
0.5832018852233887,0.6764990091323853,8
0.5912854671478271,0.6747000217437744,9
0.5883280634880066,0.6745353937149048,10
