,precision,recall,f1-score,support
0,0.7211055276381909,0.4592,0.5610948191593352,625.0
1,0.6078886310904872,0.8251968503937008,0.700066800267201,635.0
accuracy,0.6436507936507937,0.6436507936507937,0.6436507936507937,0.6436507936507937
macro avg,0.664497079364339,0.6421984251968504,0.6305808097132681,1260.0
weighted avg,0.6640478059653402,0.6436507936507937,0.6311322858287756,1260.0
