,precision,recall,f1-score,support
0,0.9719157472417251,0.9792824658918646,0.9755852001006796,1979.0
1,0.9799118079372856,0.9727626459143969,0.9763241396143519,2056.0
accuracy,0.9759603469640644,0.9759603469640644,0.9759603469640644,0.9759603469640644
macro avg,0.9759137775895054,0.9760225559031308,0.9759546698575158,4035.0
weighted avg,0.9759900720967617,0.9759603469640644,0.9759617204575842,4035.0
