,precision,recall,f1-score,support
0,0.9820627802690582,0.9733333333333334,0.9776785714285715,450.0
1,0.9659090909090909,0.9770114942528736,0.9714285714285714,348.0
accuracy,0.974937343358396,0.974937343358396,0.974937343358396,0.974937343358396
macro avg,0.9739859355890745,0.9751724137931035,0.9745535714285715,798.0
weighted avg,0.9750183142323807,0.974937343358396,0.9749530075187971,798.0
