,precision,recall,f1-score,support
0,0.9824120603015075,0.8688888888888889,0.9221698113207547,450.0
1,0.8525,0.9798850574712644,0.9117647058823529,348.0
accuracy,0.9172932330827067,0.9172932330827067,0.9172932330827067,0.9172932330827067
macro avg,0.9174560301507537,0.9243869731800767,0.9169672586015538,798.0
weighted avg,0.925758680621151,0.9172932330827067,0.9176322465431058,798.0
