,precision,recall,f1-score,support
0,0.9997818974918211,0.9997818974918211,0.9997818974918211,4585.0
1,0.9997657531037714,0.9997657531037714,0.9997657531037714,4269.0
accuracy,0.9997741133950757,0.9997741133950757,0.9997741133950757,0.9997741133950757
macro avg,0.9997738252977962,0.9997738252977962,0.9997738252977962,8854.0
weighted avg,0.9997741133950757,0.9997741133950757,0.9997741133950757,8854.0
