loss,accuracy,val_loss,val_accuracy
0.4092099666595459,0.8095425963401794,0.24623972177505493,0.8984127044677734
0.1730746477842331,0.9365141987800598,0.17593438923358917,0.9373015761375427
0.08234888315200806,0.972200334072113,0.1961899846792221,0.9293650984764099
0.04315653815865517,0.988170325756073,0.18011082708835602,0.9476190209388733
0.02422448806464672,0.9936908483505249,0.24628107249736786,0.9357143044471741
0.023614175617694855,0.9921135902404785,0.3411003351211548,0.9253968000411987
0.02139405347406864,0.9932965040206909,0.2575203478336334,0.9341269731521606
0.022415488958358765,0.9930993914604187,0.3169734477996826,0.920634925365448
0.007296514697372913,0.9982255697250366,0.35108423233032227,0.9230158925056458
0.016408557072281837,0.9934936761856079,0.2196037471294403,0.9452381134033203
