,precision,recall,f1-score,support
0,0.6245210727969349,0.8887677208287895,0.7335733573357336,4585.0
1,0.781021897810219,0.42609510423986885,0.5513792058199455,4269.0
accuracy,0.6656878247119946,0.6656878247119946,0.6656878247119946,0.6656878247119946
macro avg,0.7027714853035769,0.6574314125343292,0.6424762815778395,8854.0
weighted avg,0.6999787215411986,0.6656878247119946,0.6457275438253542,8854.0
