,precision,recall,f1-score,support
0,0.9931972789115646,0.9733333333333334,0.9831649831649831,450.0
1,0.9663865546218487,0.9913793103448276,0.9787234042553192,348.0
accuracy,0.981203007518797,0.981203007518797,0.981203007518797,0.981203007518797
macro avg,0.9797919167667066,0.9823563218390805,0.9809441937101512,798.0
weighted avg,0.9815053841085306,0.981203007518797,0.981228054016408,798.0
