,precision,recall,f1-score,support
0,0.936608557844691,0.9456,0.9410828025477707,625.0
1,0.9459459459459459,0.937007874015748,0.9414556962025317,635.0
accuracy,0.9412698412698413,0.9412698412698413,0.9412698412698413,0.9412698412698413
macro avg,0.9412772518953185,0.941303937007874,0.9412692493751511,1260.0
weighted avg,0.9413143050227043,0.9412698412698413,0.9412707291118764,1260.0
