,precision,recall,f1-score,support
0,0.6984536082474226,0.4108135421930268,0.5173401209035953,1979.0
1,0.5938697318007663,0.8292801556420234,0.6921047290440431,2056.0
accuracy,0.6240396530359356,0.6240396530359356,0.6240396530359356,0.6240396530359356
macro avg,0.6461616700240944,0.620046848917525,0.6047224249738192,4035.0
weighted avg,0.6451637817358178,0.6240396530359356,0.6063899435397193,4035.0
