,precision,recall,f1-score,support
0,0.9971683729035069,0.9984732824427481,0.9978204010462075,4585.0
1,0.9983579638752053,0.9969547903490279,0.9976558837318331,4269.0
accuracy,0.9977411339507567,0.9977411339507567,0.9977411339507567,0.9977411339507567
macro avg,0.9977631683893561,0.9977140363958881,0.9977381423890204,8854.0
weighted avg,0.9977419400887543,0.9977411339507567,0.9977410782073703,8854.0
