,precision,recall,f1-score,support
0,0.9986925256047069,0.9995637949836423,0.9991279703509919,4585.0
1,0.9995310668229778,0.9985945186226283,0.9990625732364659,4269.0
accuracy,0.9990964535803026,0.9990964535803026,0.9990964535803026,0.9990964535803026
macro avg,0.9991117962138423,0.9990791568031353,0.9990952717937289,8854.0
weighted avg,0.9990968324107605,0.9990964535803026,0.9990964388079705,8854.0
