loss,accuracy,val_loss,val_accuracy
0.023167531937360764,0.9923354983329773,0.004005168564617634,0.9986447095870972
0.004751976113766432,0.999096691608429,0.0033345557749271393,0.9992094039916992
0.0031494253780692816,0.9992609024047852,0.0049864728935062885,0.9988705515861511
0.002466152422130108,0.999452531337738,0.008523762226104736,0.9987576007843018
0.0020857180934399366,0.9995893836021423,0.005598853342235088,0.9992094039916992
0.0016960389912128448,0.999616801738739,0.0028878413140773773,0.999435305595398
0.0012266793055459857,0.9997536540031433,0.004878560081124306,0.9990964531898499
0.0012988613452762365,0.9997810125350952,0.0038150944747030735,0.999435305595398
0.0013468560064211488,0.9997262954711914,0.0027614859864115715,0.9996611475944519
0.001349736237898469,0.9998083710670471,0.013375386595726013,0.9983058571815491
