,precision,recall,f1-score,support
0,0.9989102005231038,0.9995637949836423,0.9992368908753952,4585.0
1,0.9995311767463666,0.9988287655188569,0.9991798476859989,4269.0
accuracy,0.9992093968827649,0.9992093968827649,0.9992093968827649,0.9992093968827649
macro avg,0.9992206886347352,0.9991962802512496,0.999208369280697,8854.0
weighted avg,0.9992096072880811,0.9992093968827649,0.9992093872187957,8854.0
