,precision,recall,f1-score,support
0,0.9438377535101404,0.968,0.9557661927330174,625.0
1,0.9676898222940227,0.9433070866141732,0.9553429027113238,635.0
accuracy,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
macro avg,0.9557637879020815,0.9556535433070865,0.9555545477221706,1260.0
weighted avg,0.9558584389686844,0.9555555555555556,0.9555528679998624,1260.0
