,precision,recall,f1-score,support
0,0.9771030363364858,0.9919151086407276,0.9844533600802406,1979.0
1,0.9921026653504442,0.9776264591439688,0.984811366976972,2056.0
accuracy,0.9846344485749691,0.9846344485749691,0.9846344485749691,0.9846344485749691
macro avg,0.984602850843465,0.9847707838923483,0.9846323635286063,4035.0
weighted avg,0.9847459699802772,0.9846344485749691,0.984635779455626,4035.0
