,precision,recall,f1-score,support
0,0.9991275899672846,0.9991275899672846,0.9991275899672846,4585.0
1,0.9990630124150855,0.9990630124150855,0.9990630124150855,4269.0
accuracy,0.9990964535803026,0.9990964535803026,0.9990964535803026,0.9990964535803026
macro avg,0.9990953011911851,0.9990953011911851,0.9990953011911851,8854.0
weighted avg,0.9990964535803026,0.9990964535803026,0.9990964535803026,8854.0
