,precision,recall,f1-score,support
0,0.7949619214997071,0.685699848408287,0.7362995116657622,1979.0
1,0.7328178694158075,0.8297665369649806,0.7782846715328466,2056.0
accuracy,0.7591078066914498,0.7591078066914498,0.7591078066914498,0.7591078066914498
macro avg,0.7638898954577573,0.7577331926866337,0.7572920915993044,4035.0
weighted avg,0.7632969472532393,0.7591078066914498,0.7576926934964253,4035.0
