,precision,recall,f1-score,support
0,0.9350850077279753,0.968,0.9512578616352201,625.0
1,0.967373572593801,0.9338582677165355,0.9503205128205128,635.0
accuracy,0.9507936507936507,0.9507936507936507,0.9507936507936507,0.9507936507936507
macro avg,0.9512292901608881,0.9509291338582677,0.9507891872278664,1260.0
weighted avg,0.9513574193865463,0.9507936507936507,0.9507854675897129,1260.0
