,precision,recall,f1-score,support
0,0.9776785714285714,0.9733333333333334,0.9755011135857461,450.0
1,0.9657142857142857,0.9712643678160919,0.9684813753581661,348.0
accuracy,0.9724310776942355,0.9724310776942355,0.9724310776942355,0.9724310776942355
macro avg,0.9716964285714286,0.9722988505747127,0.9719912444719561,798.0
weighted avg,0.9724610633727174,0.9724310776942355,0.9724398743586812,798.0
