,precision,recall,f1-score,support
0,0.9071925754060325,0.8688888888888889,0.887627695800227,450.0
1,0.8392370572207084,0.8850574712643678,0.8615384615384616,348.0
accuracy,0.8759398496240601,0.8759398496240601,0.8759398496240601,0.8759398496240601
macro avg,0.8732148163133704,0.8769731800766284,0.8745830786693443,798.0
weighted avg,0.8775578381522822,0.8759398496240601,0.876250435746224,798.0
