,precision,recall,f1-score,support
0,0.9797775530839231,0.9792824658918646,0.9795299469294921,1979.0
1,0.980068060281964,0.980544747081712,0.9803063457330414,2056.0
accuracy,0.9799256505576208,0.9799256505576208,0.9799256505576208,0.9799256505576208
macro avg,0.9799228066829435,0.9799136064867884,0.9799181463312667,4035.0
weighted avg,0.9799255785607934,0.9799256505576208,0.9799255543495907,4035.0
