,precision,recall,f1-score,support
0,0.9858084135833756,0.9828196058615463,0.9843117408906882,1979.0
1,0.9835111542192047,0.9863813229571985,0.9849441476444877,2056.0
accuracy,0.9846344485749691,0.9846344485749691,0.9846344485749691,0.9846344485749691
macro avg,0.98465978390129,0.9846004644093724,0.9846279442675879,4035.0
weighted avg,0.9846378645740236,0.9846344485749691,0.984633978384074,4035.0
