,precision,recall,f1-score,support
0,0.7494780793319415,0.7977777777777778,0.7728740581270183,450.0
1,0.7147335423197492,0.6551724137931034,0.6836581709145427,348.0
accuracy,0.7355889724310777,0.7355889724310777,0.7355889724310777,0.7355889724310777
macro avg,0.7321058108258454,0.7264750957854407,0.7282661145207805,798.0
weighted avg,0.7343263263491809,0.7355889724310777,0.7339678817486456,798.0
