,precision,recall,f1-score,support
0,0.9758771929824561,0.9888888888888889,0.9823399558498896,450.0
1,0.9853801169590644,0.9683908045977011,0.9768115942028985,348.0
accuracy,0.9799498746867168,0.9799498746867168,0.9799498746867168,0.9799498746867168
macro avg,0.9806286549707602,0.9786398467432951,0.979575775026394,798.0
weighted avg,0.980021325242932,0.9799498746867168,0.9799290913722544,798.0
