,precision,recall,f1-score,support
0,0.9997814685314685,0.9978189749182116,0.9987992577229561,4585.0
1,0.9976624590930341,0.9997657531037714,0.9987129987129987,4269.0
accuracy,0.9987576236729162,0.9987576236729162,0.9987576236729162,0.9987576236729162
macro avg,0.9987219638122513,0.9987923640109915,0.9987561282179773,8854.0
weighted avg,0.9987597776242315,0.9987576236729162,0.9987576675136147,8854.0
