loss,accuracy,val_loss,val_accuracy
0.04333246499300003,0.9870250821113586,0.0075908079743385315,0.9980799555778503
0.004621951840817928,0.9990419149398804,0.0029190483037382364,0.9992094039916992
0.0033134580589830875,0.9993156790733337,0.002787085948511958,0.9990964531898499
0.0021645803935825825,0.9995073080062866,0.002589731477200985,0.9992094039916992
0.0014242519391700625,0.9997262954711914,0.002159064868465066,0.9995482563972473
0.001039947965182364,0.9997262954711914,0.0023865767288953066,0.9995482563972473
0.0009182451176457107,0.9996988773345947,0.0019244106952100992,0.9996611475944519
0.0004748968640342355,0.9998357892036438,0.0028823192697018385,0.9989835023880005
0.0006795758381485939,0.9998357892036438,0.0016311702784150839,0.9996611475944519
9.234574827132747e-05,1.0,0.0016801757737994194,0.9996611475944519
