,precision,recall,f1-score,support
0,0.9871332990221308,0.9691763516927742,0.9780724120346762,1979.0
1,0.9708413001912046,0.9878404669260701,0.9792671166827387,2056.0
accuracy,0.9786864931846344,0.9786864931846344,0.9786864931846344,0.9786864931846344
macro avg,0.9789872996066677,0.9785084093094221,0.9786697643587075,4035.0
weighted avg,0.978831849308033,0.9786864931846344,0.978681163647171,4035.0
