loss,accuracy,val_loss,val_accuracy
0.3810610771179199,0.8164670467376709,0.17899329960346222,0.9210526347160339
0.11421225219964981,0.9616766571998596,0.0937429666519165,0.9686716794967651
0.044483788311481476,0.9865269660949707,0.08608178794384003,0.9686716794967651
0.024529743939638138,0.992514967918396,0.08801478892564774,0.976190447807312
0.0151211554184556,0.9943113923072815,0.15016324818134308,0.9586465954780579
0.014730539172887802,0.9955089688301086,0.085471510887146,0.9824561476707458
0.007484192959964275,0.9979041814804077,0.0780293270945549,0.981203019618988
0.0071043106727302074,0.9976047873497009,0.12344873696565628,0.9649122953414917
0.00978253223001957,0.9970059990882874,0.0807277262210846,0.9799498915672302
0.014878909103572369,0.9949101805686951,0.09039503335952759,0.9774436354637146
