,precision,recall,f1-score,support
0,0.9865470852017937,0.9777777777777777,0.9821428571428572,450.0
1,0.9715909090909091,0.9827586206896551,0.9771428571428572,348.0
accuracy,0.9799498746867168,0.9799498746867168,0.9799498746867168,0.9799498746867168
macro avg,0.9790689971463513,0.9802681992337164,0.9796428571428573,798.0
weighted avg,0.9800248429880246,0.9799498746867168,0.9799624060150376,798.0
