,precision,recall,f1-score,support
0,0.8964497041420119,0.9696,0.9315910837817063,625.0
1,0.9674657534246576,0.889763779527559,0.9269893355209188,635.0
accuracy,0.9293650793650794,0.9293650793650794,0.9293650793650794,0.9293650793650794
macro avg,0.9319577287833347,0.9296818897637795,0.9292902096513125,1260.0
weighted avg,0.9322395385027102,0.9293650793650794,0.9292719487455157,1260.0
