,precision,recall,f1-score,support
0,0.9986928104575163,0.9997818974918211,0.9992370572207084,4585.0
1,0.999765478424015,0.9985945186226283,0.9991796554552912,4269.0
accuracy,0.9992093968827649,0.9992093968827649,0.9992093968827649,0.9992093968827649
macro avg,0.9992291444407657,0.9991882080572247,0.9992083563379999,8854.0
weighted avg,0.9992100026360776,0.9992093968827649,0.9992093806749024,8854.0
