,precision,recall,f1-score,support
0,0.9795204795204795,0.9909044972208186,0.9851796031147954,1979.0
1,0.9911460895228726,0.9800583657587548,0.9855710442651016,2056.0
accuracy,0.9853779429987608,0.9853779429987608,0.9853779429987608,0.9853779429987608
macro avg,0.985333284521676,0.9854814314897867,0.9853753236899485,4035.0
weighted avg,0.9854442104163705,0.9853779429987608,0.9853790586302921,4035.0
