,precision,recall,f1-score,support
0,0.8307692307692308,0.1728,0.2860927152317881,625.0
1,0.5424778761061947,0.9653543307086614,0.6946175637393769,635.0
accuracy,0.5722222222222222,0.5722222222222222,0.5722222222222222,0.5722222222222222
macro avg,0.6866235534377128,0.5690771653543307,0.4903551394855825,1260.0
weighted avg,0.6854795401255579,0.5722222222222222,0.4919762698368031,1260.0
