,precision,recall,f1-score,support
0,0.999345977763244,0.9997818974918211,0.9995638901003053,4585.0
1,0.9997656433091164,0.9992972593113141,0.9995313964386129,4269.0
accuracy,0.9995482267901513,0.9995482267901513,0.9995482267901513,0.9995482267901513
macro avg,0.9995558105361801,0.9995395784015676,0.9995476432694591,8854.0
weighted avg,0.9995483215869766,0.9995482267901513,0.9995482231202097,8854.0
