loss,accuracy,val_loss,val_accuracy
0.02588791586458683,0.9923628568649292,0.005978988483548164,0.9988705515861511
0.0032350290566682816,0.999069333076477,0.001295665162615478,0.9996611475944519
0.0021756880450993776,0.9993703961372375,0.0009049347136169672,0.9996611475944519
0.0016223553102463484,0.999616801738739,0.001358622102998197,0.9997740983963013
0.0003754326608031988,0.9999178647994995,0.0014240116579458117,0.9997740983963013
0.0015318492660298944,0.9996988773345947,0.0012090869713574648,0.9997740983963013
9.475130354985595e-05,0.9999726414680481,0.0021820864640176296,0.9996611475944519
6.266514446906513e-06,1.0,0.0021077978890389204,0.9997740983963013
2.675743189683999e-06,1.0,0.00224351417273283,0.9997740983963013
1.2257889920874732e-06,1.0,0.0034134979359805584,0.9996611475944519
