loss,accuracy,val_loss,val_accuracy
0.3659135103225708,0.8296530246734619,0.26064592599868774,0.8904761672019958
0.14314347505569458,0.9475551843643188,0.24766860902309418,0.8999999761581421
0.07832377403974533,0.972003161907196,0.16922517120838165,0.9420635104179382
0.03779191896319389,0.988564670085907,0.21705450117588043,0.9357143044471741
0.026875020936131477,0.9899448156356812,0.2702657878398895,0.9230158925056458
0.026110002771019936,0.9915220737457275,0.23259718716144562,0.9373015761375427
0.028439922258257866,0.9917192459106445,0.23857775330543518,0.9388889074325562
0.011698952876031399,0.9952681660652161,0.24893026053905487,0.9357143044471741
0.005691655911505222,0.9982255697250366,0.3014325797557831,0.9388889074325562
0.012907881289720535,0.9946766495704651,0.2144482284784317,0.9404761791229248
