,precision,recall,f1-score,support
0,0.9962962962962963,0.9973827699018538,0.9968392370572207,4585.0
1,0.9971857410881801,0.9960178027641133,0.9966014297433494,4269.0
accuracy,0.9967246442285972,0.9967246442285972,0.9967246442285972,0.9967246442285972
macro avg,0.9967410186922383,0.9967002863329836,0.996720333400285,8854.0
weighted avg,0.9967251465127581,0.9967246442285972,0.9967245770817387,8854.0
