,precision,recall,f1-score,support
0,0.9553719008264463,0.9248,0.9398373983739838,625.0
1,0.9282442748091603,0.9574803149606299,0.9426356589147288,635.0
accuracy,0.9412698412698413,0.9412698412698413,0.9412698412698413,0.9412698412698413
macro avg,0.9418080878178032,0.9411401574803149,0.9412365286443563,1260.0
weighted avg,0.9417004385082108,0.9412698412698413,0.9412476328528514,1260.0
