loss,accuracy,val_loss,val_accuracy
0.02426185831427574,0.9923081398010254,0.006780876778066158,0.9981929063796997
0.004308035131543875,0.9989871978759766,0.0017114427173510194,0.9996611475944519
0.0037054363638162613,0.9991788268089294,0.0017179567366838455,0.9995482563972473
0.0024957701098173857,0.999452531337738,0.0014145728200674057,0.9995482563972473
0.0013956123730167747,0.9995346665382385,0.0013586805434897542,0.9997740983963013
0.0007969520520418882,0.9998357892036438,0.002036641351878643,0.999435305595398
0.00017030120943672955,0.9999452829360962,0.0030300039798021317,0.999435305595398
0.00112534174695611,0.9997536540031433,0.0019296527607366443,0.9997740983963013
0.0005713233258575201,0.9998905062675476,0.001923521514981985,0.9997740983963013
1.958894426934421e-05,1.0,0.001640003640204668,0.9997740983963013
