,precision,recall,f1-score,support
0,0.9820538384845464,0.9954522486104093,0.9887076537013801,1979.0
1,0.9955643173977329,0.9824902723735408,0.9889840881272949,2056.0
accuracy,0.9888475836431226,0.9888475836431226,0.9888475836431226,0.9888475836431226
macro avg,0.9888090779411396,0.988971260491975,0.9888458709143375,4035.0
weighted avg,0.9889379883347352,0.9888475836431226,0.9888485085166666,4035.0
