,precision,recall,f1-score,support
0,0.9562398703403565,0.944,0.9500805152979066,625.0
1,0.9455676516329704,0.9574803149606299,0.9514866979655713,635.0
accuracy,0.9507936507936507,0.9507936507936507,0.9507936507936507,0.9507936507936507
macro avg,0.9509037609866635,0.9507401574803149,0.950783606631739,1260.0
weighted avg,0.9508614109124278,0.9507936507936507,0.95078918672169,1260.0
