,precision,recall,f1-score,support
0,0.9906103286384976,0.9377777777777778,0.9634703196347033,450.0
1,0.9247311827956989,0.9885057471264368,0.9555555555555556,348.0
accuracy,0.9598997493734336,0.9598997493734336,0.9598997493734336,0.9598997493734336
macro avg,0.9576707557170983,0.9631417624521073,0.9595129375951295,798.0
weighted avg,0.9618810770679538,0.9598997493734336,0.9600187683821427,798.0
