loss,accuracy,val_loss,val_accuracy
0.32230904698371887,0.8491017818450928,0.18186895549297333,0.927318274974823
0.08461407572031021,0.9706586599349976,0.12024790048599243,0.9636591672897339
0.04466508328914642,0.9838323593139648,0.07420756667852402,0.9799498915672302
0.01666172593832016,0.9955089688301086,0.1829632967710495,0.9611529111862183
0.023122036829590797,0.9922155737876892,0.09379435330629349,0.9749373197555542
0.009669335559010506,0.9979041814804077,0.1149146780371666,0.9786967635154724
0.023574266582727432,0.9931137561798096,0.07998213917016983,0.9849624037742615
0.006050657015293837,0.9982035756111145,0.09538259357213974,0.9799498915672302
0.018357183784246445,0.9940119981765747,0.08984421193599701,0.9786967635154724
0.0035459285136312246,0.9988024234771729,0.08556864410638809,0.9824561476707458
