,precision,recall,f1-score,support
0,0.9971689895470384,0.9986913849509269,0.9979296066252588,4585.0
1,0.998592210229939,0.9969547903490279,0.9977728285077951,4269.0
accuracy,0.9978540772532188,0.9978540772532188,0.9978540772532188,0.9978540772532188
macro avg,0.9978805998884888,0.9978230876499774,0.997851217566527,8854.0
weighted avg,0.9978552024559273,0.9978540772532188,0.9978540152785846,8854.0
