,precision,recall,f1-score,support
0,0.9973833406018316,0.9976008724100327,0.9974920946461673,4585.0
1,0.9974226804123711,0.9971890372452565,0.9973058451446644,4269.0
accuracy,0.9974023040433703,0.9974023040433703,0.9974023040433703,0.9974023040433703
macro avg,0.9974030105071015,0.9973949548276446,0.9973989698954158,8854.0
weighted avg,0.9974023084865384,0.9974023040433703,0.9974022935255533,8854.0
