,precision,recall,f1-score,support
0,0.9878603945371776,0.9868620515411825,0.9873609706774521,1979.0
1,0.9873663751214772,0.9883268482490273,0.9878463782207098,2056.0
accuracy,0.9876084262701363,0.9876084262701363,0.9876084262701363,0.9876084262701363
macro avg,0.9876133848293274,0.9875944498951048,0.9876036744490809,4035.0
weighted avg,0.9876086711372569,0.9876084262701363,0.9876083059708691,4035.0
