,precision,recall,f1-score,support
0,0.9995639851754959,1.0,0.9997819450501526,4585.0
1,1.0,0.9995315062075427,0.9997656982193065,4269.0
accuracy,0.9997741133950757,0.9997741133950757,0.9997741133950757,0.9997741133950757
macro avg,0.999781992587748,0.9997657531037714,0.9997738216347296,8854.0
weighted avg,0.9997742118849842,0.9997741133950757,0.9997741115601049,8854.0
