loss,accuracy,val_loss,val_accuracy
0.0426785871386528,0.9845615029335022,0.009383788332343102,0.9974023103713989
0.006287287455052137,0.9986039400100708,0.0061896913684904575,0.9986447095870972
0.00383957102894783,0.9991788268089294,0.005621964577585459,0.9983058571815491
0.002889747265726328,0.9993978142738342,0.0037581222131848335,0.9988705515861511
0.0015641571953892708,0.9995893836021423,0.005040485877543688,0.9985317587852478
0.0009308768785558641,0.9996988773345947,0.0026740431785583496,0.9993223547935486
0.00039840309182181954,0.9999178647994995,0.0023410185240209103,0.999435305595398
0.0006226234254427254,0.9997262954711914,0.0018993549747392535,0.9997740983963013
0.00030958911520428956,0.9999452829360962,0.00272005470469594,0.999435305595398
0.00013297276746015996,0.9999726414680481,0.0023351036943495274,0.9996611475944519
